CENTRO,AÑO,MES,INCIDENTE_POLICIAL,INCIDENTE_TRÁNSITO,INCIDENTE_SALUD,INCIDENTE_SERVICIOS_MUNICIPALES,INCIDENTE_BOMBEROS,INCIDENTE_GESTIÓN_DE_RIESGO,INCIDENTE_MILITAR,TOTAL_DE_INCIDENTES_RECEPTADOS,INCIDENTE_CLAVES_ROJAS,DE_LLAMADAS_MALINTENCIONADAS_O_INDEBIDAS,CANTIDAD_DE_TELEFONOS_ENVIADOS_A_SANCIÓN,DE_LLAMADAS_GENERADAS_POR_LOS_TELEFONOS_SANCIONADOS,DE_LLAMADAS_NORMALES,TOTAL_DE_LLAMADAS_RECIBIDAS
SAMBORONDÓN,2012,FEBRERO, 17.684 , 2.602 , 2.762 , 3.439 , 690 , 327 , 3 , 27.507 , 13.920 , 116.863 , 578 , 15.762 , 29.609 , 349.355 
SAMBORONDÓN,2012,MARZO, 21.836 , 2.945 , 3.568 , 3.171 , 700 , 219 , 18 , 32.457 , 16.425 , 74.615 , 631 , 16.405 , 34.353 , 375.656 
SAMBORONDÓN,2012,ABRIL, 20.856 , 3.161 , 3.114 , 2.541 , 730 , 34 , 53 , 30.489 , 15.429 , 312.842 , 2.922 , 85.093 , 33.360 , 412.333 
SAMBORONDÓN,2012,MAYO, 24.164 , 3.736 , 2.836 , 2.213 , 610 , 15 , 15 , 33.589 , 16.997 , 360.485 , 3.362 , 89.715 , 40.473 , 429.378 
SAMBORONDÓN,2012,JUNIO, 23.639 , 3.819 , 2.598 , 1.148 , 611 , 10 , 12 , 31.837 , 16.111 , 355.838 , 3.258 , 84.625 , 37.254 , 418.794 
SAMBORONDÓN,2012,JULIO, 25.994 , 4.800 , 2.648 , 1.379 , 921 , 7 , 13 , 35.762 , 18.097 , 390.133 , 18.324 , 172.417 , 42.981 , 453.890 
SAMBORONDÓN,2012,AGOSTO, 23.662 , 3.128 , 2.313 , 767 , 1.075 , 1 , 25 , 30.971 , 15.673 , 351.363 , 16.762 , 153.684 , 37.170 , 410.744 
SAMBORONDÓN,2012,SEPTIEMBRE, 21.233 , 3.399 , 1.993 , 562 , 1.188 , 5 , 14 , 28.394 , 14.368 , 340.861 , 15.756 , 145.163 , 34.499 , 402.063 
SAMBORONDÓN,2012,OCTUBRE, 19.950 , 3.754 , 2.421 , 701 , 1.340 , 3 , 6 , 28.175 , 14.258 , 353.859 , 14.705 , 122.895 , 33.802 , 415.374 
SAMBORONDÓN,2012,NOVIEMBRE, 20.685 , 3.410 , 2.289 , 803 , 1.465 , 2 , 4 , 28.658 , 14.502 , 345.327 , 14.112 , 118.931 , 34.762 , 409.200 
SAMBORONDÓN,2012,DICIEMBRE, 25.570 , 4.604 , 3.100 , 2.066 , 1.518 , 7 , 7 , 36.872 , 18.659 , 330.903 , 14.112 , 109.746 , 43.298 , 407.238  
SAMBORONDÓN,2013,ENERO, 37.598 , 3.234 , 2.302 , 2.285 , 644 , 12 , 16 , 46.091 , 21.866 , 395.192 , 17.156 , 141.747 , 52.813 , 497.490 
SAMBORONDÓN,2013,FEBRERO, 37.623 , 3.660 , 2.674 , 2.201 , 489 , 45 , 42 , 46.734 , 21.817 , 374.039 , 18.364 , 173.892 , 54.074 , 474.771 
SAMBORONDÓN,2013,MARZO, 42.649 , 3.840 , 3.653 , 4.144 , 619 , 480 , 46 , 55.431 , 26.217 , 387.290 , 18.828 , 185.052 , 66.318 , 498.770 
SAMBORONDÓN,2013,ABRIL, 40.124 , 3.552 , 3.637 , 2.673 , 661 , 29 , 22 , 50.698 , 24.772 , 383.076 , 18.652 , 182.883 , 60.978 , 486.169 
SAMBORONDÓN,2013,MAYO, 40.168 , 3.834 , 3.928 , 1.669 , 824 , 6 , 24 , 50.453 , 25.906 , 359.244 , 17.221 , 158.775 , 60.049 , 461.482 
SAMBORONDÓN,2013,JUNIO, 40.253 , 3.748 , 3.850 , 1.089 , 764 , 2 , 6 , 49.712 , 26.426 , 299.728 , 14.189 , 128.403 , 59.611 , 401.490 
SAMBORONDÓN,2013,JULIO, 36.345 , 3.667 , 4.364 , 983 , 941 , 5 , 30 , 46.335 , 25.338 , 263.493 , 11.154 , 105.187 , 54.976 , 360.003 
SAMBORONDÓN,2013,AGOSTO, 34.370 , 3.628 , 5.165 , 1.114 , 1.357 , 14 , 22 , 45.670 , 26.465 , 237.283 , 8.044 , 84.023 , 54.973 , 333.720 
SAMBORONDÓN,2013,SEPTIEMBRE, 37.540 , 3.749 , 5.235 , 1.437 , 1.469 , 16 , 12 , 49.458 , 26.519 , 231.553 , 9.194 , 97.486 , 60.298 , 332.759 
SAMBORONDÓN,2013,OCTUBRE, 35.998 , 3.789 , 5.256 , 1.069 , 1.378 , 13 , 14 , 47.517 , 25.683 , 240.681 , 9.977 , 100.666 , 57.907 , 340.345 
SAMBORONDÓN,2013,NOVIEMBRE, 37.178 , 3.619 , 5.769 , 688 , 1.300 , 6 , 14 , 48.574 , 27.129 , 237.482 , 9.682 , 97.724 , 59.869 , 343.721 
SAMBORONDÓN,2013,DICIEMBRE, 45.080 , 4.628 , 5.870 , 619 , 1.712 , 10 , 16 , 57.935 , 31.771 , 273.489 , 11.246 , 113.551 , 74.622 , 385.203 
SAMBORONDÓN,2014,ENERO, 42.914 , 3.790 , 6.222 ,, 1.007 , 114 , 26 , 54.073 , 31.154 , 307.307 , 12.978 , 138.496 , 66.108 , 429.892 
SAMBORONDÓN,2014,FEBRERO, 41.736 , 3.505 , 6.161 ,, 635 , 51 , 22 , 52.110 , 29.332 , 282.930 , 11.970 , 127.736 , 60.101 , 398.882 
SAMBORONDÓN,2014,MARZO, 50.254 , 3.828 , 6.559 ,, 835 , 61 , 47 , 61.584 , 33.920 , 306.456 ,,, 71.940 , 432.940 
SAMBORONDÓN,2014,ABRIL, 44.752 , 3.424 , 6.170 ,, 741 , 25 , 37 , 55.149 , 29.939 , 270.986 ,,, 63.224 , 398.409 
SAMBORONDÓN,2014,MAYO, 43.184 , 3.730 , 6.637 ,, 789 , 255 , 17 , 54.612 , 31.082 , 154.061 ,,, 63.064 , 331.717 
SAMBORONDÓN,2014,JUNIO, 41.602 , 3.097 , 6.560 ,, 773 , 9 , 16 , 52.057 , 30.544 , 120.900 ,,, 59.487 , 271.335 
SAMBORONDÓN,2014,JULIO, 42.966 , 3.732 , 6.710 ,, 1.080 , 27 , 37 , 54.552 , 30.787 , 192.447 ,,, 61.627 , 316.707 
SAMBORONDÓN,2014,AGOSTO, 49.576 , 4.216 , 7.245 ,, 1.497 , 18 , 31 , 62.583 , 33.558 , 202.797 ,,, 69.963 , 331.300 
SAMBORONDÓN,2014,SEPTIEMBRE, 46.842 , 3.991 , 7.231 ,, 1.571 , 20 , 25 , 59.680 , 32.692 , 154.283 ,,, 67.057 , 271.298 
SAMBORONDÓN,2014,OCTUBRE, 48.194 , 4.010 , 7.115 ,, 1.421 , 13 , 135 , 60.888 , 33.612 , 223.961 ,,, 68.458 , 358.511 
SAMBORONDÓN,2014,NOVIEMBRE, 50.104 , 4.341 , 7.058 ,, 1.473 , 9 , 208 , 63.193 , 35.244 , 203.672 ,,, 72.197 , 336.651 
SAMBORONDÓN,2014,DICIEMBRE, 55.340 , 4.849 , 7.195 ,, 1.796 , 19 , 215 , 69.414 , 38.527 , 203.672 ,,, 79.799 , 344.253 
SAMBORONDÓN,2015,ENERO, 52.232 , 4.667 , 7.325 , 1 , 1.557 , 53 , 312 , 66.147 , 37.553 , 221.457 ,,, 74.557 , 371.345 
SAMBORONDÓN,2015,FEBRERO, 51.227 , 4.720 , 7.106 , 1.613 , 1.108 , 61 , 361 , 66.196 , 35.933 , 204.922 ,,, 72.995 , 343.440 
SAMBORONDÓN,2015,MARZO, 53.799 , 5.080 , 7.837 , 2.613 , 1.097 , 189 , 395 , 71.010 , 37.889 , 238.430 ,,, 79.275 , 392.420 
SAMBORONDÓN,2015,ABRIL, 49.088 , 4.997 , 7.877 , 2.768 , 1.026 , 234 , 320 , 66.310 , 36.588 , 218.892 ,,, 73.560 , 376.285 
SAMBORONDÓN,2015,MAYO, 54.373 , 5.423 , 9.230 , 2.484 , 878 , 103 , 305 , 72.796 , 40.511 , 224.223 ,,, 80.942 , 386.906 
SAMBORONDÓN,2015,JUNIO, 52.309 , 4.892 , 8.454 , 1.579 , 882 , 9 , 186 , 68.311 , 38.911 , 202.996 ,,, 75.680 , 352.667 
SAMBORONDÓN,2015,JULIO, 51.405 , 4.392 , 8.984 , 1.297 , 1.214 , 16 , 198 , 67.506 , 38.625 , 205.320 ,,, 67.506 , 356.723 
SAMBORONDÓN,2015,AGOSTO, 53.689 , 4.704 , 8.847 , 1.071 , 1.294 , 10 , 199 , 69.814 , 38.789 , 205.175 ,,, 78.662 , 354.982 
SAMBORONDÓN,2015,SEPTIEMBRE, 51.275 , 4.289 , 8.530 , 1.088 , 1.424 , 15 , 273 , 66.894 , 38.135 , 192.778 ,,, 76.490 , 336.404 
SAMBORONDÓN,2015,OCTUBRE, 52.123 , 4.586 , 8.667 , 1.172 , 1.455 , 7 , 240 , 68.250 , 38.401 , 187.328 ,,, 78.000 , 328.979 
SAMBORONDÓN,2015,NOVIEMBRE, 54.312 , 4.320 , 8.643 , 1.112 , 1.505 , 17 , 219 , 70.128 , 38.162 , 175.144 ,,, 79.692 , 313.004 
SAMBORONDÓN,2015,DICIEMBRE, 59.331 , 5.366 , 10.470 , 1.811 , 1.819 , 7 , 248 , 79.052 , 42.647 , 182.846 ,,, 85.858 , 331.991 
SAMBORONDÓN,2016,ENERO, 57.070 , 4.300 , 9.420 , 2.401 , 1.173 , 88 , 272 , 74.724 , 46.450 , 180.041 ,,, 85.123 , 340.562 
SAMBORONDÓN,2016,FEBRERO, 53.836 , 3.835 , 9.619 , 1.976 , 936 , 65 , 264 , 70.531 , 37.983 , 176.844 ,,, 80.248 , 319.729 
QUITO,2013,ENERO, 32.924 , 4.766 , 6.288 , 525 , 1.280 , 12 , 5 , 45.800 , 14.732 , 225.020 , 10.444 , 97.969 , 51.677 , 340.008 
QUITO,2013,FEBRERO, 27.189 , 4.016 , 4.994 , 551 , 746 , 53 ,, 37.549 , 12.082 , 218.796 , 10.618 , 96.211 , 42.001 , 311.223 
QUITO,2013,MARZO, 32.707 , 4.234 , 6.380 , 738 , 959 , 144 , 5 , 45.167 , 15.556 , 226.244 , 10.602 , 94.453 , 50.922 , 334.408 
QUITO,2013,ABRIL, 30.122 , 4.245 , 6.445 , 1.092 , 1.086 , 154 , 34 , 43.178 , 14.380 , 222.625 , 10.287 , 10.307 , 49.876 , 269.961 
QUITO,2013,MAYO, 30.269 , 4.279 , 6.761 , 1.234 , 978 , 108 , 8 , 43.637 , 14.476 , 221.099 , 1.347 , 11.093 , 43.637 , 311.533 
QUITO,2013,JUNIO, 31.080 , 4.080 , 6.874 , 895 , 1.354 , 28 , 12 , 44.323 , 15.360 , 200.558 , 9.038 , 78.278 , 51.059 , 301.372 
QUITO,2013,JULIO, 28.608 , 3.756 , 6.583 , 943 , 2.225 , 36 , 21 , 42.172 , 15.068 , 174.604 , 7.350 , 64.489 , 48.470 , 273.159 
QUITO,2013,AGOSTO, 29.417 , 3.754 , 7.349 , 863 , 2.735 , 25 , 34 , 44.177 , 16.890 , 159.658 , 7.104 , 67.417 , 51.946 , 262.026 
QUITO,2013,SEPTIEMBRE, 29.947 , 4.013 , 6.866 , 874 , 2.839 , 45 , 16 , 44.600 , 16.706 , 149.620 , 5.693 , 56.271 , 52.650 , 258.579 
QUITO,2013,OCTUBRE, 30.708 , 4.370 , 7.034 , 1.319 , 1.369 , 57 , 918 , 45.775 , 15.624 , 149.706 , 5.523 , 54.322 , 53.540 , 251.647 
QUITO,2013,NOVIEMBRE, 29.962 , 5.196 , 6.918 , 1.639 , 1.068 , 25 , 994 , 45.802 , 15.005 , 143.658 , 5.412 , 55.147 , 53.302 , 247.792 
QUITO,2013,DICIEMBRE, 32.184 , 5.967 , 7.486 , 1.467 , 1.075 , 25 , 879 , 49.083 , 16.095 , 154.137 , 5.777 , 54.821 , 57.532 , 266.262  
QUITO,2014,ENERO, 27.733 , 4.802 , 6.885 , 1.724 , 1.089 , 60 , 833 , 43.126 , 17.434 , 144.940 , 3.853 , 36.526 , 50.606 , 203.330 
QUITO,2014,FEBRERO, 26.456 , 4.662 , 6.472 , 1.680 , 820 , 40 , 448 , 40.578 , 17.875 , 131.481 , 745 , 8.028 , 56.299 , 233.027 
QUITO,2014,MARZO, 31.038 , 5.323 , 7.635 , 1.911 , 859 , 118 , 659 , 47.543 , 21.255 , 151.930 , 31.920 , 306.184 , 57.908 , 273.156 
QUITO,2014,ABRIL, 30.689 , 5.394 , 7.129 , 1.589 , 986 , 62 , 795 , 46.644 , 20.484 , 156.938 ,,, 55.274 , 268.788 
QUITO,2014,MAYO, 32.604 , 5.695 , 7.927 , 1.280 , 1.029 , 128 , 957 , 49.620 , 23.364 , 146.683 ,,, 58.964 , 263.403 
QUITO,2014,JUNIO, 35.145 , 6.720 , 9.304 , 895 , 1.520 , 45 , 1.131 , 54.760 , 21.660 , 130.084 ,,, 54.878 , 230.886 
QUITO,2014,JULIO, 31.571 , 5.457 , 6.736 , 1.038 , 2.247 , 731 , 400 , 48.180 , 23.091 , 127.233 ,,, 57.593 , 233.932 
QUITO,2014,AGOSTO, 31.973 , 6.494 , 6.638 , 1.186 , 3.340 , 3.143 , 844 , 53.618 , 25.216 , 123.099 ,,, 66.263 , 260.233 
QUITO,2014,SEPTIEMBRE, 31.580 , 7.454 , 7.080 , 1.509 , 2.474 , 283 , 473 , 50.853 , 25.090 , 117.787 ,,, 61.607 , 227.665 
QUITO,2014,OCTUBRE, 33.360 , 8.129 , 7.806 , 1.421 , 1.436 , 224 , 523 , 52.899 , 26.625 , 128.850 ,,, 63.137 , 240.080 
QUITO,2014,NOVIEMBRE, 35.178 , 8.013 , 7.926 , 1.182 , 947 , 257 , 396 , 53.899 , 26.931 , 121.986 ,,, 63.387 , 232.558 
QUITO,2014,DICIEMBRE, 38.070 , 8.893 , 8.541 , 1.281 , 1.164 , 259 , 420 , 58.628 , 30.158 , 140.534 ,,, 69.906 , 265.098 
QUITO,2015,ENERO, 34.015 , 7.297 , 7.983 , 1.442 , 1.423 , 208 , 463 , 52.831 , 27.361 , 146.346 ,,, 61.344 , 261.200 
QUITO,2015,FEBRERO, 32.832 , 6.697 , 7.756 , 1.748 , 1.115 , 272 , 185 , 50.605 , 25.959 , 139.723 ,,, 59.792 , 246.793 
QUITO,2015,MARZO, 36.291 , 7.531 , 8.881 , 1.791 , 1.255 , 408 , 100 , 56.257 , 28.067 , 141.092 ,,, 66.483 , 263.035 
QUITO,2015,ABRIL, 36.110 , 7.271 , 8.036 , 1.829 , 1.201 , 395 , 95 , 54.937 , 26.744 , 133.252 ,,, 64.115 , 257.350 
QUITO,2015,MAYO, 38.381 , 7.784 , 9.046 , 1.502 , 1.197 , 269 , 102 , 58.281 , 30.063 , 154.387 ,,, 68.053 , 283.240 
QUITO,2015,JUNIO, 35.564 , 7.267 , 8.293 , 2.316 , 1.865 , 336 , 99 , 55.740 , 29.175 , 146.817 ,,, 65.773 , 275.925 
QUITO,2015,JULIO, 34.819 , 6.663 , 8.724 , 1.758 , 2.300 , 263 , 147 , 54.674 , 28.985 , 155.418 ,,, 54.674 , 295.838 
QUITO,2015,AGOSTO, 35.820 , 6.020 , 9.365 , 1.455 , 3.838 , 319 , 115 , 56.932 , 31.050 , 138.958 ,,, 67.349 , 280.217 
QUITO,2015,SEPTIEMBRE, 34.515 , 6.642 , 7.876 , 1.734 , 4.482 , 271 , 148 , 55.668 , 30.396 , 129.501 ,,, 66.304 , 259.358 
QUITO,2015,OCTUBRE, 37.203 , 7.571 , 8.578 , 1.758 , 1.768 , 407 , 154 , 57.439 , 30.076 , 140.447 ,,, 66.876 , 259.484 
QUITO,2015,NOVIEMBRE, 35.494 , 6.543 , 8.507 , 1.950 , 1.005 , 342 , 224 , 54.065 , 28.759 , 132.335 ,,, 63.515 , 246.525 
QUITO,2015,DICIEMBRE, 40.815 , 7.884 , 9.253 , 1.998 , 1.486 , 246 , 250 , 61.932 , 32.264 , 141.690 ,,, 73.220 , 270.127  
QUITO,2016,ENERO, 35.925 , 6.416 , 8.927 , 2.224 , 1.346 , 343 , 220 , 55.401 , 34.774 , 139.360 ,,, 65.116 , 255.145 
QUITO,2016,FEBRERO, 36.096 , 6.163 , 8.450 , 1.869 , 1.279 , 306 , 176 , 54.339 , 28.276 , 121.484 ,,, 60.770 , 229.447  
CUENCA,2012,MAYO, 3.453 , 494 , 1.320 , 9 , 151 , 22 ,, 5.449 , 2.928 , 44.508 , 181 ,, 5.449 , 94.924 
CUENCA,2012,JUNIO, 3.967 , 624 , 1.330 , 1 , 266 , 19 , 2 , 6.209 , 3.332 , 46.375 , 893 ,, 6.209 , 76.741 
CUENCA,2012,JULIO, 4.444 , 785 , 1.398 , 0   , 512 , 24 , 2 , 7.165 , 3.963 , 68.193 , 1.434 ,, 8.581 , 85.801 
CUENCA,2012,AGOSTO, 4.305 , 765 , 1.410 , 2 , 1.017 , 21 , 1 , 7.521 , 4.090 , 66.193 , 776 ,, 8.760 , 83.978 
CUENCA,2012,SEPTIEMBRE, 4.819 , 1.023 , 1.584 , 2 , 1.278 , 17 , 6 , 8.729 , 4.268 , 60.775 , 1.175 ,, 10.917 , 83.251 
CUENCA,2012,OCTUBRE, 5.634 , 1.966 , 1.675 , 203 , 557 , 29 , 4 , 10.068 , 2.852 , 59.916 , 1.220  ,, 11.393 , 82.181 
CUENCA,2012,NOVIEMBRE, 6.589 , 2.002 , 1.653 , 188 , 348 , 15 , 2 , 10.797 , 2.792 , 59.728 , 1.190  ,, 12.514 , 84.772 
CUENCA,2012,DICIEMBRE, 10.039 , 2.214 , 1.946 , 297 , 411 , 11 , 1 , 14.919 , 3.533 , 51.409 , 974  ,, 17.739 , 95.918 
CUENCA,2013,ENERO, 10.289 , 2.217 , 1.783 , 343 , 380 , 18 , 8 , 15.038 , 2.625 , 62.878 , 1.385 , 19.888 , 18.349 , 103.326 
CUENCA,2013,FEBRERO, 9.124 , 1.973 , 1.614 , 259 , 249 , 25 , 11 , 13.255 , 3.074 , 59.999 , 1.388 , 17.689 , 15.930 , 92.888 
CUENCA,2013,MARZO, 10.211 , 2.222 , 1.902 , 300 , 312 , 15 , 2 , 14.964 , 3.796 , 59.743 , 1.289 , 17.735 , 18.131 , 99.334 
CUENCA,2013,ABRIL, 10.307 , 2.572 , 1.912 , 319 , 481 , 9 , 4 , 15.604 , 4.002 , 44.844 , 824 , 11.570 , 18.320 , 90.717 
CUENCA,2013,MAYO, 10.599 , 2.927 , 2.106 , 389 , 300 , 136 , 8 , 16.465 , 4.307 , 41.494 , 999 , 11.034 , 19.900 , 89.524 
CUENCA,2013,JUNIO, 10.309 , 2.608 , 2.035 , 331 , 373 , 17 , 0   , 15.673 , 4.377 , 43.713 , 1.507 , 14.310 , 18.791 , 77.387 
CUENCA,2013,JULIO, 9.450 , 2.347 , 1.932 , 298 , 406 , 16 , 3 , 14.452 , 4.201 , 42.747 , 1.523 , 13.407 , 17.481 , 73.374 
CUENCA,2013,AGOSTO, 9.032 , 2.236 , 1.946 , 398 , 521 , 7 , 2 , 14.142 , 4.450 , 38.353 , 1.447 , 12.190 , 17.252 , 68.184 
CUENCA,2013,SEPTIEMBRE, 9.211 , 2.471 , 1.976 , 497 , 795 , 6 , 1 , 14.957 , 5.175 , 38.650 , 1.359 , 12.741 , 18.417 , 70.182 
CUENCA,2013,OCTUBRE, 10.041 , 2.640 , 2.141 , 440 , 545 , 28 , 4 , 15.839 , 5.419 , 39.136 , 1.420 , 13.573 , 19.480 , 75.187 
CUENCA,2013,NOVIEMBRE, 10.350 , 2.660 , 2.251 , 357 , 736 , 5 , 4 , 16.363 , 6.336 , 34.911 , 1.266 , 12.288 , 20.317 , 74.262 
CUENCA,2013,DICIEMBRE, 11.407 , 2.890 , 2.428 , 300 , 576 , 11 ,, 17.612 , 6.421 , 40.738 , 1.548 , 14.917 , 21.825 , 81.870 
CUENCA,2014,ENERO, 9.510 , 2.457 , 2.293 , 289 , 451 , 15 , 35 , 15.050 , 5.570 , 36.036 , 1.252 , 12.590 , 18.521 , 76.085 
CUENCA,2014,FEBRERO, 9.440 , 2.264 , 2.172 , 260 , 431 , 33 , 48 , 14.648 , 5.433 , 29.075 , 429 , 3.924 , 17.111 , 69.133 
CUENCA,2014,MARZO, 10.384 , 2.592 , 2.523 , 234 , 260 , 64 , 38 , 16.095 , 6.048 , 34.560 ,,, 19.700 , 77.256 
CUENCA,2014,ABRIL, 9.542 , 2.480 , 2.294 , 241 , 248 , 16 , 74 , 14.895 , 5.438 , 34.582 ,,, 18.116 , 72.135 
CUENCA,2014,MAYO, 10.285 , 2.650 , 2.444 , 281 , 301 , 86 , 95 , 16.142 , 6.002 , 36.243 ,,, 19.992 , 76.748 
CUENCA,2014,JUNIO, 9.542 , 2.558 , 2.321 , 233 , 279 , 10 , 69 , 15.012 , 5.512 , 33.674 ,,, 18.882 , 71.369 
CUENCA,2014,JULIO, 9.463 , 2.363 , 2.329 , 208 , 305 , 14 , 243 , 14.925 , 5.845 , 32.175 ,,, 18.753 , 70.188 
CUENCA,2014,AGOSTO, 9.262 , 2.226 , 2.393 , 279 , 493 , 22 , 224 , 14.899 , 6.076 , 36.014 ,,, 18.774 , 74.173 
CUENCA,2014,SEPTIEMBRE, 9.671 , 2.366 , 2.396 , 318 , 657 , 15 , 252 , 15.675 , 6.834 , 36.250 ,,, 19.310 , 74.605 
CUENCA,2014,OCTUBRE, 10.283 , 2.712 , 2.598 , 309 , 399 , 57 , 284 , 16.642 , 7.153 , 38.203 ,,, 20.485 , 77.588 
CUENCA,2014,NOVIEMBRE, 11.140 , 2.696 , 2.766 , 286 , 406 , 21 , 194 , 17.509 , 7.748 , 33.307 ,,, 21.618 , 74.880 
CUENCA,2014,DICIEMBRE, 11.555 , 3.039 , 2.842 , 322 , 392 , 36 , 252 , 18.438 , 8.014 , 36.313 ,,, 22.558 , 78.147 
CUENCA,2015,ENERO, 9.979 , 2.410 , 2.765 , 407 , 442 , 72 , 202 , 16.277 , 7.703 , 38.075 ,,, 19.834 , 75.422 
CUENCA,2015,FEBRERO, 9.832 , 2.267 , 2.499 , 354 , 434 , 22 , 92 , 15.500 , 7.725 , 35.153 ,,, 18.712 , 70.483 
CUENCA,2015,MARZO, 9.856 , 2.475 , 2.720 , 384 , 379 , 67 , 148 , 16.029 , 7.760 , 41.553 ,,, 19.427 , 78.033 
CUENCA,2015,ABRIL, 10.006 , 2.425 , 2.568 , 485 , 321 , 18 , 111 , 15.934 , 7.719 , 40.451 ,,, 19.356 , 77.257 
CUENCA,2015,MAYO, 10.706 , 2.604 , 2.751 , 489 , 289 , 6 , 169 , 17.014 , 8.129 , 41.983 ,,, 20.109 , 80.340 
CUENCA,2015,JUNIO, 9.572 , 2.427 , 2.509 , 464 , 315 , 15 , 160 , 15.462 , 7.257 , 41.688 ,,, 17.901 , 75.449 
CUENCA,2015,JULIO, 9.859 , 2.451 , 2.599 , 413 , 360 , 13 , 180 , 15.875 , 7.278 , 42.872 ,,, 15.875 , 79.061 
CUENCA,2015,AGOSTO, 9.926 , 2.192 , 2.620 , 495 , 606 , 2 , 154 , 15.995 , 7.673 , 42.535 ,,, 18.720 , 81.798 
CUENCA,2015,SEPTIEMBRE, 10.118 , 2.551 , 2.694 , 544 , 1.155 , 5 , 162 , 17.229 , 8.529 , 40.779 ,,, 20.673 , 81.347 
CUENCA,2015,OCTUBRE, 10.521 , 2.759 , 2.889 , 668 , 590 , 9 , 173 , 17.609 , 8.399 , 34.870 ,,, 20.814 , 76.009 
CUENCA,2015,NOVIEMBRE, 10.729 , 2.549 , 2.735 , 575 , 465 , 14 , 256 , 17.323 , 8.407 , 28.657 ,,, 20.390 , 71.600 
CUENCA,2015,DICIEMBRE, 11.796 , 2.752 , 2.854 , 580 , 670 , 2 , 236 , 18.890 , 9.032 , 28.958 ,,, 22.388 , 75.227 
CUENCA,2016,ENERO, 11.210 , 2.547 , 2.890 , 690 , 792 , 21 , 256 , 18.406 , 11.497 , 26.481 ,,, 22.362 , 72.210 
CUENCA,2016,FEBRERO, 11.278 , 2.468 , 2.864 , 615 , 381 , 11 , 262 , 17.879 , 8.708 , 22.814 ,,, 21.752 , 64.419 
AMBATO,2013,ENERO, 9.385 ,, 779 , 1 , 466 , 69 , 1 , 10.701 , 3.152 , 25.517 , 2.337 , 19.814 , 10.688 , 82.493 
AMBATO,2013,FEBRERO, 12.066 ,, 891 , 5 , 296 , 135 ,, 13.393 , 3.365 , 27.138 , 1.793 , 16.427 , 13.941 , 93.059 
AMBATO,2013,MARZO, 13.016 ,, 1.058 , 152 , 269 , 73 , 2 , 14.570 , 3.548 , 28.168 , 2.246 , 16.653 , 15.294 , 100.810 
AMBATO,2013,ABRIL, 11.298 ,, 1.173 , 119 , 291 , 13 ,, 12.894 , 3.752 , 24.579 , 1.656 , 13.064 , 13.390 , 91.242 
AMBATO,2013,MAYO, 11.107 ,, 1.260 , 150 , 309 , 22 , 1 , 12.849 , 3.953 , 39.166 , 873 , 6.947 , 13.153 , 91.116 
